distance,hour,rain,snow,traffic,price
6.294282820495617,14,0,0,medium,139.75563734859008
18.257051833366422,22,1,1,low,363.08669405609555
5.551675922672476,16,0,1,low,171.32412337545455
3.7530025697332388,8,0,0,medium,208.81546524848713
10.299602445273697,2,0,0,low,174.1567029208717
19.727358628101413,19,1,1,medium,976.1877396898432
5.599050158718508,16,0,0,low,98.51363223696511
13.770575400711692,9,1,0,high,812.9274283367247
15.470772691245633,2,0,0,high,302.79814514872385
5.5151133358555935,17,0,0,low,236.6831062256111
14.836110623625332,17,0,1,low,762.5994743647697
7.987879521665811,16,0,0,low,129.60418060540528
13.01381078127801,23,0,1,high,422.77616892706345
13.037064504457,2,1,0,low,292.3470651205622
11.17971899742041,2,0,0,low,187.5478406789814
2.715505631033758,5,0,1,low,114.78889897506583
16.87074741619552,12,0,1,low,420.97829623419017
7.094821234462981,23,1,0,low,176.29939560119945
4.54385169759723,14,1,0,high,181.22226849777527
1.7747276895405144,8,0,0,low,149.19935805610916
12.226965920576594,3,1,0,low,267.72135834193443
13.873722875003367,13,0,1,high,451.0232945144499
1.315168749629267,4,0,0,high,78.92528020452205
10.729768107686338,1,1,0,low,234.13077020452988
5.303419728760821,10,1,0,low,326.31806346282076
13.258283017779547,8,0,1,low,699.9813558484153
4.312962151094837,23,0,1,high,196.96493008623088
14.127817023946854,2,0,0,low,204.7004634608354
8.347971579710212,8,1,1,high,546.5510712344197
18.797869785997957,2,0,0,medium,301.12122571377984
3.6128979387738718,1,0,0,medium,93.74568945912421
7.4802606699549115,11,0,1,low,210.80933813299376
3.155996903571192,9,0,1,low,272.96686976938656
18.569178747292693,8,0,1,low,926.3171455121723
17.66944771423864,14,1,0,low,361.2202794140483
5.900890926587957,7,0,0,medium,292.02446988271015
13.539696874649401,4,0,1,high,438.38344853942215
16.527221803823103,10,0,0,medium,624.6972991224668
11.548815420389785,1,1,0,medium,296.71257768018467
11.063360988764122,23,0,0,low,185.12238922320742
5.595193527108582,14,0,1,low,200.38426322767194
2.768952588312085,5,1,0,low,101.68555198760657
18.047099401113208,7,1,0,medium,899.4204024949969
18.10794308610328,4,1,1,high,479.68689651063437
13.028927688192091,15,1,0,medium,329.9164690211573
7.441566029925313,17,0,0,low,301.5300425717842
7.634981917640557,5,1,0,low,184.31001966347037
14.793157898534549,4,0,0,medium,253.19553313160137
18.045094939098966,15,1,0,low,368.33182222878406
17.85464206103723,12,1,0,high,480.911552079465
15.817635371294854,4,1,1,high,442.28302252802905
13.198601276931468,12,0,0,medium,226.2180717221901
2.598659334905928,16,0,1,low,106.94186997850235
4.070945567797661,17,0,0,low,205.86674374557919
18.072529582014507,7,1,0,low,779.361644502729
12.52215213353221,12,1,0,low,272.83786297172634
1.1747439807159634,18,0,0,low,128.01433417430394
2.92795931445461,2,0,1,medium,148.4050259599593
13.60653361305306,23,0,0,medium,232.95640365570785
1.096170093078155,7,1,0,low,158.04431211816328
4.0553529769324745,1,1,1,low,104.47734919919314
11.425941997965136,7,0,1,low,627.2472434803411
14.146008756161171,12,0,1,low,352.45744398114243
13.38726393054941,12,1,0,high,387.71818716270775
5.261116879750636,0,1,1,low,151.69632392178593
14.531405205603182,5,0,0,low,210.04785948695945
5.507732662439201,23,0,0,low,114.62775265627873
7.182594265026086,18,0,0,high,378.31809395008116
15.183336697242458,15,0,0,medium,253.77779190712607
13.343025081897078,7,0,0,low,459.81083613580694
17.13524479938938,0,0,0,medium,278.023913788485
13.494644953706525,15,1,1,medium,335.6827666753192
11.797863463373961,8,0,0,high,535.6762746661764
2.779820588733757,12,1,0,low,111.91355244543283
7.986600258129237,10,0,0,high,402.30184384926343
6.0388449859527835,12,0,1,high,244.42685176515386
5.635803224202588,20,0,0,high,323.5662742950423
19.487200540296467,9,0,0,medium,707.5821581913539
8.468856768668449,3,1,1,medium,229.98090280877787
17.948884548365154,5,1,1,low,363.3220212572432
12.991633893947995,6,0,0,medium,240.804454868293
16.10141476729132,4,0,1,medium,447.32132777803264
10.55010476899865,10,1,1,medium,596.6029059993585
11.961173807900822,12,0,1,low,301.0888712577473
10.357836182558414,18,0,0,medium,429.0140570290322
4.709616768162846,22,1,1,high,183.05349869193685
14.7265901899686,9,0,0,low,500.58775016696205
6.33467488637626,9,0,0,high,334.11187335045867
1.462003362197623,10,0,0,medium,141.44989065255308
13.263973622236188,20,1,0,high,791.3569618042908
4.36510290873393,6,0,0,low,105.69964953873078
18.86871310270537,17,0,1,low,928.0769280464003
19.124642963049162,3,1,0,high,483.7886464643028
18.382423414188523,1,0,0,low,261.0672236692485
8.033015304853443,13,1,0,high,262.9298391519158
1.2936757140484811,12,0,0,low,47.41366110746287
18.63805268916678,11,1,1,medium,443.3988404259483
9.135498818028973,6,0,0,low,141.33869793624802
19.36644156182972,1,0,0,medium,312.08442526771665
19.308779564695804,12,0,0,low,277.7268132986381
17.20717965387984,13,0,0,low,236.98643263265058
6.594528949322128,16,1,0,low,173.00556689634678
8.316856843436579,8,1,1,low,437.51477138132896
17.171596758820282,16,0,1,high,544.3834497432288
7.021518097969276,7,0,0,high,357.6902767779954
4.220362187035757,1,1,1,low,142.67760541371223
11.579223986708653,23,1,1,medium,301.60947915925425
18.78694070905484,12,0,1,low,433.7155735802377
14.224566136824487,2,0,0,medium,249.21296160605175
11.831162231697935,15,0,0,high,231.99513679514956
2.8463533816446023,5,0,0,high,97.9756211347955
12.685137307284226,18,0,1,low,682.7620154171577
19.811023151981,6,0,1,medium,535.3758452731822
3.6615962894939567,9,0,0,low,175.69835890400233
10.848263394910997,8,1,0,high,689.017062954718
17.670088366631152,1,0,1,low,435.26605984489544
15.074603737329884,14,0,1,medium,428.611860256544
14.243299078910091,4,0,1,medium,416.7495927302781
14.347197595755077,21,0,1,medium,853.4544632866748
7.830331873175348,3,0,0,low,134.73974389219097
6.578245041025374,19,0,0,high,346.74209739889676
16.37786195409176,3,0,1,low,397.1114877461226
16.392154498904432,17,0,0,medium,615.3508178316686
17.47437405302197,3,0,0,low,240.02705804709893
18.351570498572954,16,0,1,low,437.75720306493497
10.715505578357819,11,1,0,medium,281.6943626329938
10.528809599056792,21,0,1,low,598.5782659759651
16.167608400368728,16,1,0,low,327.63599943586996
13.349314684777537,9,0,1,low,706.8375589846893
14.337370667896364,21,0,0,low,482.1501982446247
16.12006071928592,0,0,0,medium,253.4430880806838
17.91010149453376,21,0,1,high,1166.4897735499646
7.4219079801791805,23,1,0,low,192.89285052936648
8.136076100158936,17,1,1,low,425.86593583289556
2.785656856976511,17,1,1,low,224.01790174919606
11.987322678927306,13,0,0,low,186.5137924393071
1.6829032021380996,14,0,0,medium,70.582821767498
9.846362344516743,11,0,0,medium,168.3641416478095
11.310248059443955,3,0,0,low,177.2695393113632
6.444283790437404,2,0,1,low,195.35351202221722
12.225831950811205,19,0,1,low,649.7134644001841
1.5795047488419391,11,0,1,high,149.4018228271621
1.709615586235074,6,0,1,high,142.97323107245796
16.629410652533508,10,1,0,low,723.8305826785154
7.843622186813995,0,1,1,low,195.91088096067253
3.414149740385811,5,1,1,high,163.23966197254146
10.922621941041283,14,0,1,high,363.8744116210044
15.629877508873605,14,0,1,low,385.189781011214
5.10059952244002,18,0,0,low,228.70876891163647
12.834919040561005,10,1,1,low,583.5022841094079
2.621601834881592,22,0,0,medium,85.2145077582638
1.9819527022035461,1,0,0,low,72.71340355058756
11.095737999794812,13,1,0,low,261.39873336780755
11.272067310592023,1,0,1,medium,338.63224100461963
13.111168128465925,3,0,1,low,353.5076499263698
14.79573534073057,16,0,1,medium,406.3424055893443
19.541189509788158,2,0,1,low,466.74505693701957
10.80970661772271,12,0,0,low,158.41812485323368
7.1361729858836735,8,0,1,medium,507.84340819020855
16.108537700605368,6,0,0,low,229.12719840642418
6.14581277397941,14,0,0,high,151.9296989252033
9.340456993407086,22,1,0,medium,250.838515660168
2.4906712455030533,10,0,1,low,238.69919943637652
1.4816641248936926,19,0,1,medium,227.14651930108883
19.290319878880577,1,0,0,low,286.9435145261633
16.88362228973191,14,1,0,high,457.701881024237
14.223509915780262,13,0,1,low,342.4357514397166
8.770105943871128,19,0,0,medium,380.21809143813255
4.29259208134607,21,1,1,low,278.46656792816367
3.9723038107506348,10,1,1,low,268.29980462754037
5.754615065127311,2,0,0,high,148.33110024784042
11.435306629416289,16,1,0,high,341.2285455129103
14.577322531301185,11,0,1,low,356.3575991114226
13.543750157636895,23,0,1,low,342.02931996363316
6.318744041972914,20,0,0,high,334.41902785134073
19.14244033260069,14,0,1,high,597.3261943772787
15.020041417219602,15,1,0,low,315.2878797396653
11.532726997716614,4,0,0,low,178.62673581021437
12.622694178452692,19,0,1,low,669.9056647083462
8.972401186128009,5,1,1,high,275.5870641206249
5.706888800521992,18,1,0,low,345.5941648025926
7.76348089437397,4,0,1,low,244.1695218560459
15.399076098823013,2,0,0,medium,261.52398691369734
1.2734762839653615,0,0,0,low,54.48195716904911
3.2053801696314084,5,1,0,low,100.22387524411327
1.8740501984133022,14,0,1,low,99.52239242533079
1.7738472440604327,1,1,0,low,87.23819209107702
17.253751096209136,2,0,0,low,241.32450738941023
14.36949932822045,16,0,0,medium,239.4198846264668
10.00930275265918,23,0,1,low,283.1917756163775
2.858849052369028,11,0,1,medium,144.64440410925832
10.340701627219815,17,0,1,high,749.6811542312637
9.995963644830749,14,1,0,medium,259.48626506737077
4.290835528290288,11,0,1,low,164.03850231188375
9.243181335521488,15,0,0,low,149.21754700234933
8.571589953550095,7,1,1,low,432.98187377315264
12.701151862992113,13,0,1,low,312.5333532430045
13.066779366485232,16,1,0,low,282.90513214285386
1.8607761856688458,20,0,1,medium,247.17581286720838
8.117639677902954,7,0,0,low,322.65290927151494
12.891338398570491,14,0,0,low,209.4472503188615
10.559588913021667,13,0,0,low,156.83282299812979
17.273306982578124,17,1,0,medium,861.199981357261
13.515179000759955,19,0,0,low,452.6992759395072
4.095754114547164,6,0,1,medium,166.7328742963148
2.340806200608167,2,0,0,low,69.82900701279172
13.205966285919997,11,0,1,high,433.42910724931033
1.5037149002908143,20,1,0,high,233.14559320472438
12.129736044195802,23,0,0,low,193.68558070352535
18.864374587074195,2,0,1,low,441.6557445431806
11.9340093796417,19,1,0,low,568.5785142002624
8.375228597923916,13,0,0,low,134.6735238605256
13.22247615040471,14,1,1,medium,346.1849088540326
9.706804919338817,13,0,0,high,216.39396447168068
11.366718997002764,6,0,0,medium,201.95607947154824
18.88783136675398,16,0,0,high,338.94150176512176
8.335950118214711,11,1,1,low,192.40629020535354
19.26262071265437,19,1,1,low,836.7124605852647
18.201662197165213,3,0,1,medium,501.9959436300431
4.720031560996633,8,0,1,low,346.6226644351939
2.3178647166281436,5,0,0,medium,95.6203648438335
2.9147820261711064,15,0,0,low,68.81432080432428
1.3462146873794447,21,0,1,low,187.26145668235756
2.7944162543626394,21,1,0,high,294.054736194516
13.97712869491078,20,0,0,low,476.5405516542095
2.352584320744351,20,0,0,high,192.05202733984066
7.060536975581464,1,0,0,high,162.42137472914482
17.052630908419637,23,0,1,medium,486.40180733553063
1.4421667789806913,7,0,0,medium,135.21625577942746
16.474901169189778,10,0,0,medium,616.9282249948552
6.3552407206945984,12,1,0,high,213.32330280089317
3.245131724811469,16,0,1,low,134.40452410694704
14.238006141918863,7,0,0,low,480.10444015647886
12.949914088817795,20,0,0,medium,507.36130052089726
17.671968257014004,17,1,1,low,763.2328951806594
14.96634983227383,17,1,1,low,667.9543967352272
16.266137677312123,13,0,0,low,246.6063959703412
6.3586568788548234,14,1,0,medium,195.2306926479958
4.371351331814734,5,0,0,high,126.91563379698864
15.261680281176309,10,0,0,low,504.0677300732247
16.329860046078018,12,0,0,high,313.21874526475244
19.819597698012792,0,0,0,medium,316.34127951307795
8.839735861317102,5,0,0,high,183.75978626240732
8.06834363006288,8,1,0,medium,487.57959653707957
15.75184625409794,7,1,1,medium,814.947955701612
7.475267264807339,10,0,1,low,447.944006707312
18.68438918646773,21,0,1,high,1200.9948558028375
17.309842285017226,18,0,0,low,556.0599302696179
9.150886520125349,23,0,0,high,207.71242655381667
15.26655028803845,8,0,1,high,1022.9603112131798
15.336314607608964,16,0,0,low,213.44308065238047
2.9593535078827196,11,0,0,low,74.76837976187663
18.148505226911766,13,1,0,medium,424.9200658231871
10.599795076509286,14,0,1,low,273.1776877035769
16.70269185604709,15,0,1,high,527.3914327576676
7.080942419581623,21,1,0,low,380.0919061301862
18.014941341427807,21,0,0,low,573.5103560296136
8.3948318959491,19,0,1,high,638.9283643555345
1.2059153781256688,0,0,0,medium,74.41278060492466
18.20225755196601,9,0,1,high,1176.2931895866468
2.7344468589365376,7,1,1,low,223.2062571105518
7.066959114217882,17,0,1,medium,503.2992478762719
19.051177373965295,0,0,0,medium,304.86611295778243
19.061535791813565,1,1,0,medium,445.66687711386066
11.895319874342436,0,1,0,medium,303.14660131171496
13.004907031226185,0,1,1,medium,325.3115647397205
9.520464917588075,8,0,1,low,534.5281171920385
6.571004662263226,12,0,0,low,117.20305988913758
7.244626362028403,0,1,0,medium,216.28779006902727
13.77785066546373,12,1,1,low,294.24272644817285
15.29511605931592,19,0,1,medium,903.6190869819545
16.04000183079112,21,0,1,low,817.3411731187329
16.002744713096526,6,0,0,medium,270.1770380866034
2.732915957925117,1,1,0,medium,125.0177132359984
10.393985789349047,5,0,1,low,276.99682693000494
2.093616440316241,6,0,1,low,102.76785898487663
11.441048764150976,13,0,0,low,167.5428625404127
9.389079526094163,17,0,0,medium,403.1724105871146
17.866379472407697,14,1,0,high,482.39235205193506
7.667385238489495,1,0,0,low,137.20354033657418
3.2242733121245113,9,1,0,medium,283.40424164729524
3.7168419590038813,22,1,1,low,120.53458118257997
15.468702002631973,11,0,0,low,220.6254126894593
12.74614320300896,16,0,1,high,416.07606012574394
2.9213308463330145,7,0,0,low,160.16113287830737
2.5980293161849515,10,1,1,low,227.49690599871406
14.318413497723279,2,0,1,low,354.032266887795
2.382497120919677,5,0,0,low,77.02883800472321
16.615341126516768,8,1,0,low,731.0202395226505
14.418602315973429,5,0,0,low,207.61329812574175
2.5456268321960955,8,1,0,medium,239.50181148957554
2.611916567618646,6,0,1,low,115.86443313540416
19.746151991522332,8,0,1,medium,1129.2700204286089
8.111145119366286,17,0,0,low,300.32723758465124
8.042200794270927,11,1,0,low,213.50320429683882
16.44319177789255,7,0,0,medium,607.3362452838064
18.997722970293314,7,1,1,high,1071.9949034751317
19.734020212634547,17,1,0,low,845.8712118539007
15.31418551991989,19,0,0,high,651.9634350889787
8.148932125087399,14,1,1,medium,218.00421297273564
2.5865136172747065,6,0,1,medium,137.2755267200708
15.765791402621298,10,0,0,medium,583.7615350804632
11.609680744980295,19,0,1,low,615.9471361804306
9.06021817569255,15,1,0,low,215.11735950170686
18.220733316799983,3,0,0,medium,292.3627349171537
3.1127521638168756,5,0,1,low,144.2014020112061
10.359876981526323,21,0,1,high,757.7855977211981
1.2157192505809622,2,0,0,low,68.1680884576657
9.9045521978884,8,0,0,low,351.9758461069236
2.06976223795491,9,1,0,medium,229.25102170541018
3.2575404090933664,13,1,0,low,92.92493059168493
3.232998688764993,10,0,0,medium,201.6301902406592
13.334995740205208,17,1,0,medium,704.6581869015829
15.174852706043042,21,0,0,high,650.869714603725
12.084006536846033,11,1,1,medium,306.034430615871
19.281278421016296,22,0,1,medium,527.9507159089553
8.122541010950378,11,0,1,medium,245.46796038407743
6.428529639355354,12,0,0,high,154.33483706259935
17.503383435599744,12,1,1,low,363.9259849026039
5.2483209318696,18,0,1,low,372.1634808713784
19.301228249371615,18,0,1,low,956.3176383377479
1.2309350191065105,22,0,1,low,91.51746565377415
19.42769770744514,13,0,1,medium,539.6723013108834
1.8200383270609461,3,0,0,medium,52.25785511664523
17.931719160263352,12,1,0,medium,418.4595349077361
11.026321072639698,7,1,1,low,521.16002994686
19.866331126266708,22,0,1,medium,540.7864001281416
2.4021347299725786,20,1,1,low,193.01684478675972
11.523231403625095,22,0,0,medium,215.57767866797604
19.41674817676288,18,1,0,medium,958.6919628108689
10.938859039232828,11,1,0,low,249.17385772721474
12.958574124569989,17,0,1,low,687.9998719273672
14.219225090707726,5,1,0,low,313.40812872644506
9.63628023058769,17,0,0,high,440.33783501463563
12.923603521597204,18,0,0,high,571.5170529318204
12.101971926538905,21,1,0,medium,660.9714965995236
18.12200219932879,4,0,1,low,434.33031302862236
1.8634812264876994,23,0,1,low,97.78124412806415
6.338300602252376,8,0,1,medium,463.64348364665426
19.057818197454615,2,1,0,medium,441.8134272053668
17.91501189392741,9,0,1,low,889.2119007360387
9.657478302928546,18,0,0,low,349.5294252425319
12.782519358229198,2,1,1,medium,332.3202039122106
6.270242476641521,21,1,0,low,347.8643856179768
4.574302034751465,14,0,0,low,90.99023262278558
9.810269693859661,0,0,1,low,270.23051406387646
7.713692332495004,6,0,1,medium,256.24016966673753
12.08946612516657,11,0,0,high,229.96219048583947
2.476958102334712,16,0,1,high,152.6930159077202
19.513501345657165,20,1,0,medium,963.9850033652353
19.738004145112455,23,0,0,medium,326.1898839660571
14.265072566375158,19,0,0,low,467.37974010650794
11.185830960538288,4,0,0,medium,208.2230231174719
6.8810247094402275,3,1,0,low,175.7214604823276
16.462105374432024,11,0,0,medium,264.3135207998419
14.009892278523706,19,1,0,low,626.3730179707751
4.089721847552934,23,0,1,low,166.01466729164179
18.307616505383006,17,0,0,low,583.0263174626575
16.628207615540212,16,0,1,low,412.31208337699945
19.046198352546558,18,0,0,low,590.582400361892
14.78867065937884,8,0,1,low,784.400367276748
12.654888722780008,3,0,0,high,256.56222110230516
8.946617689521759,20,0,0,low,329.5151559038458
18.72184118372625,1,1,0,medium,435.8311011401639
17.455213900507758,3,0,0,high,330.17812187434504
1.8591547320175987,1,1,0,high,122.06150539384372
1.500972515447788,14,0,1,medium,114.20591524845281
8.152803970682942,1,0,1,high,302.907553948703
16.400513284854824,3,0,1,low,404.6909460890632
19.758246456983944,5,0,1,low,454.36360972299303
3.8579209309670355,6,0,0,low,83.3248534706904
12.288483591690568,9,0,0,medium,471.88250465564937
8.236926275989408,18,0,0,medium,364.09329962709114
19.42837355847746,18,0,0,low,609.1595743106249
17.000259539578465,21,0,0,low,536.4343829391851
16.92824538951162,11,1,0,medium,396.2878001882232
9.905170036104435,2,1,0,low,229.9561878356109
8.881570544415638,12,1,0,medium,241.09274279818106
6.194734366683418,17,1,1,medium,392.9659903640451
2.071134436367615,7,0,1,medium,248.14266101492962
17.42972514884601,20,0,0,medium,645.2844281679126
16.445119173471475,14,1,1,high,439.65701225885954
19.99463579243648,0,0,1,low,471.02656819169937
19.9360999044042,2,0,0,medium,319.8406971808716
11.553202406449921,7,0,0,medium,465.6674602176726
15.610760888429699,3,0,0,low,234.1047026753157
18.950548867766134,15,0,1,low,453.0892046459648
17.14330042287082,22,1,1,low,351.2725309091305
5.699613933120755,9,0,0,low,244.08768449902684
9.560338570891776,11,0,0,medium,175.21877654022956
3.4540288878784047,13,1,0,high,139.3308781082355
19.126969517915725,13,0,0,low,278.25920358530533
12.51731805456672,1,0,0,low,197.43532755470306
5.344213304565792,22,0,1,high,244.68151151021735
13.762313003711277,4,1,1,low,313.65676315595175
12.74443656870002,4,1,1,low,268.41570284911427
7.805091642623969,5,0,1,medium,257.08714792624556
3.1575942517929514,12,1,1,medium,149.08002974659067
13.759890716263193,8,0,0,low,461.1926444144483
10.885846317172073,21,1,1,low,524.0819639869325
15.674049442977147,14,1,0,low,316.2785347610884
10.883106521127875,13,1,1,medium,283.7114018404673
17.19144850605226,23,0,0,medium,298.69751238159387
11.486229936715226,6,1,1,low,266.37505978726733
11.65782145917234,19,1,0,medium,628.1666076057811
17.656418450508557,1,0,0,high,324.2695968953862
8.666174458035544,6,1,0,low,198.30429229490008
3.546289340562174,5,0,0,low,75.74616696474843
1.5468708499534405,16,1,1,medium,81.697722099983
15.347607857798762,1,0,1,low,378.170929958881
12.78588147571583,2,1,0,low,290.6209173398128
14.377515593885247,4,0,0,medium,247.2531705883664
5.046319068669304,4,0,0,high,141.652489390967
3.5910580361486257,0,0,0,high,116.60650057132656
1.2763486476897565,7,0,0,medium,138.75616079418592
7.661163617325343,11,0,1,medium,250.33760459201005
12.208436050238028,23,0,0,low,180.7317561480447
8.452636856894914,3,0,0,medium,148.90989303761344
9.312023518450852,12,0,0,low,152.00292408377481
18.17901519538122,22,0,0,low,234.9124671719579
7.6168538734427065,14,1,0,medium,222.33344424734454
10.765800294036405,10,0,1,medium,683.5088821282864
15.889407242081719,9,1,0,low,709.6305528611994
