distance,hour,weather,traffic,price
2.6232241999999997,15,clear,high,17.64
12.8103464,18,clear,low,65.3
1.8990212,17,rain,high,19.69
1.6576202,8,clear,high,16.8
7.5156178,1,clear,medium,32.25
3.8302292,12,rain,high,20.3
2.0277684,12,clear,high,14.0
2.7680648,8,clear,high,23.62
2.4783836,18,snow,high,16.1
1.448406,8,clear,high,14.55
3.0738393999999998,13,snow,high,25.2
1.7863674,21,snow,high,18.0
2.011675,10,clear,high,14.7
5.391289,17,clear,high,34.44
0.9334172,21,clear,high,12.96
3.5888282,1,snow,high,22.2
3.379614,4,rain,high,18.5
13.196587999999998,18,rain,medium,50.88
1.6415268,15,rain,high,13.3
1.9151146,20,clear,high,17.16
3.379614,1,clear,high,32.74
7.24203,9,rain,high,41.15
0.9656039999999999,13,clear,high,10.5
4.0877236,8,clear,high,23.31
1.9151146,17,rain,high,15.3
1.367939,0,clear,high,14.64
2.41401,13,snow,high,25.2
5.5844098,4,clear,medium,27.5
1.2391918,16,rain,high,17.28
2.5105704,10,clear,high,16.8
1.7863674,21,rain,high,16.32
2.8646252,18,clear,high,21.7
1.9473014,10,clear,high,21.84
2.41401,9,clear,high,23.5
22.3859194,23,clear,low,58.35
4.1520972,16,rain,high,32.4
3.379614,16,rain,high,18.2
25.6367862,5,rain,low,92.5
3.057746,16,snow,high,20.16
2.5427572,13,clear,high,22.68
4.4578718,1,snow,medium,23.04
19.473014,13,clear,medium,85.79
2.9611856000000003,7,rain,high,17.4
26.5219232,12,clear,low,80.94
1.7219938000000001,17,clear,high,21.48
2.8646252,14,clear,high,21.0
17.300405,13,clear,medium,90.0
2.3818232,15,clear,high,21.84
4.184284,18,clear,high,48.2
1.6737136000000001,17,rain,high,18.96
2.2530759999999996,20,snow,medium,15.48
4.184284,10,clear,high,20.3
1.7702740000000001,20,clear,high,22.2
13.4218956,15,snow,medium,55.34
8.529501999999999,14,clear,high,42.0
1.0943512,18,clear,medium,12.25
0.8207634,15,clear,high,13.2
2.735878,15,clear,high,21.84
7.612178200000001,18,snow,medium,35.76
3.2830536,18,clear,high,17.6
2.735878,11,rain,high,20.1
27.519714,18,rain,low,105.65
2.0277684,10,rain,high,28.0
15.127796,15,clear,medium,72.9
2.7197846,10,clear,high,24.36
1.8507409999999997,14,clear,medium,15.45
2.3174495999999998,23,rain,high,19.68
1.60934,22,clear,high,15.45
18.2177288,11,clear,medium,79.24
3.6853886,10,clear,high,25.2
2.9450922,15,clear,high,21.84
8.0467,15,clear,medium,30.2
2.2530759999999996,15,rain,high,20.9
3.6532018,11,clear,medium,21.84
14.419686400000002,12,rain,medium,67.32
1.4644994,13,clear,high,13.44
1.689807,11,snow,high,19.32
1.0943512,1,clear,medium,10.8
1.7702740000000001,11,rain,medium,13.9
0.9656039999999999,11,rain,high,11.5
1.448406,14,clear,high,11.9
3.4761744,7,clear,high,22.68
6.9201619999999995,11,snow,high,29.4
2.3174495999999998,9,snow,high,17.8
3.2669601999999998,21,clear,high,21.36
29.209521,1,rain,low,82.69
2.5105704,16,rain,high,22.3
2.735878,16,rain,high,20.15
6.0511184,8,rain,medium,23.1
2.3657298,20,clear,high,16.0
3.7014819999999995,6,clear,medium,20.0
1.9633947999999999,11,rain,high,14.3
2.1404222,1,snow,high,19.37
3.3957073999999996,9,rain,high,15.7
1.60934,10,clear,medium,10.4
5.310822,7,rain,medium,21.7
1.60934,21,clear,high,15.6
0.9012304000000001,9,clear,high,11.3
1.9151146,11,clear,high,13.6
0.9173237999999999,19,rain,high,12.3
1.1748182,13,clear,high,11.2
7.805299,19,snow,high,39.96
1.6576202,2,snow,high,14.3
4.667085999999999,21,rain,high,29.75
2.2530759999999996,7,rain,medium,15.96
2.6393176,20,clear,high,18.4
2.011675,7,rain,high,16.0
1.9955816,7,clear,medium,13.4
1.9312079999999998,14,rain,high,14.25
3.0094658,16,clear,high,24.9
3.6532018,1,rain,high,22.91
7.24203,19,clear,high,34.0
1.7219938000000001,12,clear,high,21.0
2.092142,22,clear,medium,12.1
2.3818232,19,clear,high,15.5
3.8624159999999996,23,rain,high,26.4
0.8368568000000001,13,rain,high,10.92
6.276426,20,clear,medium,29.75
1.9633947999999999,13,rain,high,18.48
4.02335,19,clear,high,27.35
2.6875978,21,rain,medium,18.0
1.448406,11,rain,high,13.44
7.7087386,21,rain,high,39.84
8.8352766,22,rain,high,36.6
2.3013562,14,clear,high,18.48
2.7841582,21,rain,high,19.58
14.0656316,12,clear,low,64.8
3.7014819999999995,17,clear,medium,23.16
3.21868,9,rain,high,23.8
4.8119266000000005,21,snow,high,26.4
0.9656039999999999,17,rain,high,15.75
2.3335429999999997,16,clear,high,20.93
3.2669601999999998,17,snow,high,20.7
2.9933724,10,rain,high,17.4
2.2530759999999996,13,rain,medium,13.3
0.9816973999999999,17,clear,high,13.7
3.3957073999999996,11,clear,high,20.16
1.7702740000000001,16,snow,high,15.1
6.3890798,12,clear,low,26.04
4.5544322,21,clear,high,26.4
1.2230984,15,clear,high,14.7
33.474272,6,clear,medium,99.19
2.092142,17,snow,high,25.4
5.4395692,13,rain,high,28.0
1.0782578,14,clear,high,10.8
22.4020128,21,clear,low,67.15
2.1243288000000002,14,rain,high,16.8
23.33543,6,clear,high,74.0
3.5244546,21,rain,high,23.12
3.5888282,15,clear,high,19.6
1.1909116,17,snow,high,15.4
1.528873,10,clear,high,15.75
1.1104446,9,clear,high,9.6
2.6071308,9,rain,high,16.1
26.3448958,16,clear,medium,93.94
1.3196588,13,snow,high,12.6
1.9312079999999998,8,clear,high,13.97
31.38213,17,clear,medium,96.24
2.1082354,11,clear,high,13.3
5.230355,16,rain,high,24.4
23.8665122,2,snow,low,83.95
1.5932466,15,snow,high,16.1
1.7380872,9,clear,medium,14.0
8.85137,15,clear,medium,41.16
0.9495106,8,clear,high,11.76
2.172609,18,snow,high,15.0
3.057746,21,rain,high,23.7
2.0599552,11,clear,high,20.16
3.5405480000000003,1,clear,high,22.2
1.6576202,0,rain,high,13.54
2.2369825999999997,22,clear,high,18.84
3.057746,15,rain,high,20.0
4.876300199999999,2,rain,high,27.24
14.48406,20,clear,medium,69.49
0.9656039999999999,16,rain,high,11.8
3.7336688,0,clear,medium,21.36
1.8185542,10,snow,high,16.8
28.646252,17,clear,medium,143.25
1.7863674,9,clear,high,15.12
3.7175754,17,clear,high,29.04
1.689807,8,rain,high,16.0
4.2164708,10,rain,medium,24.57
1.3518455999999999,16,snow,high,23.27
2.7519714,8,rain,high,15.48
3.2508668,13,clear,high,23.1
4.3613114,8,clear,medium,22.68
4.5383388,3,rain,medium,24.72
1.7702740000000001,7,clear,high,8.7
1.5771532,14,rain,high,13.44
1.8829277999999998,7,rain,medium,14.28
2.2691694,7,clear,high,17.0
2.172609,7,rain,high,15.96
1.8990212,16,clear,high,19.8
3.3957073999999996,18,rain,high,22.45
1.2391918,19,rain,high,13.7
1.0299776,19,clear,high,16.44
1.3518455999999999,21,clear,high,14.64
1.6737136000000001,8,clear,high,16.7
29.4348286,11,clear,low,78.55
6.0833052,16,clear,high,31.08
15.8359056,10,clear,medium,74.04
2.7680648,12,rain,high,17.0
2.8324384,17,clear,high,20.64
17.863674,22,snow,medium,49.95
1.7219938000000001,18,rain,high,17.8
2.8324384,11,snow,high,20.93
2.5749440000000003,14,clear,high,26.8
1.2874720000000002,15,rain,high,11.8
5.9706513999999995,18,clear,high,34.08
1.9955816,12,clear,high,15.12
1.528873,17,clear,high,18.12
26.715044000000002,12,clear,low,106.97
1.2874720000000002,19,clear,high,16.7
2.9289988,19,rain,high,23.16
5.310822,20,clear,medium,23.88
1.207005,8,clear,high,15.75
2.092142,10,clear,high,22.75
11.6838084,0,snow,low,35.25
13.888604200000001,12,rain,medium,54.66
22.852628,14,clear,medium,91.99
1.3840324,14,clear,high,14.88
1.60934,2,rain,high,16.3
18.829278,14,clear,medium,75.3
0.9656039999999999,10,clear,high,17.0
3.0416526,14,clear,high,19.32
19.730508399999998,6,clear,medium,55.25
2.2691694,12,snow,high,20.16
3.9911632,21,clear,high,24.72
0.9656039999999999,14,clear,high,12.6
2.41401,18,clear,high,18.98
1.60934,19,rain,high,22.3
6.3247062000000005,10,clear,high,32.76
1.2552852,10,clear,high,12.0
3.5244546,18,clear,medium,18.38
2.3657298,9,snow,medium,12.12
3.2025866,21,clear,high,20.52
5.0050474,22,clear,medium,24.72
9.8008806,20,clear,medium,47.69
8.8996502,19,clear,medium,29.75
26.071308,15,rain,medium,100.94
2.092142,14,rain,high,19.3
6.115492,7,clear,high,29.4
2.092142,11,clear,high,30.9
1.8346475999999998,13,clear,high,14.55
3.2830536,21,rain,high,19.2
2.9772790000000002,23,clear,medium,17.4
32.589135,0,rain,low,99.91
4.9889540000000006,20,snow,medium,26.3
1.448406,13,clear,high,14.55
6.678761000000001,20,rain,medium,32.28
2.8002516,11,clear,high,23.52
3.5083612000000004,11,clear,high,20.16
13.357522000000001,8,snow,high,38.18
1.8346475999999998,12,clear,high,16.8
22.9652818,18,snow,low,73.15
25.74944,18,rain,low,101.99
5.0533276,5,clear,medium,21.62
1.60934,17,clear,high,15.1
1.6737136000000001,14,clear,high,16.3
4.409591600000001,16,clear,high,24.36
1.2552852,9,clear,high,13.12
3.3474272000000003,21,clear,medium,20.52
3.781949,7,rain,high,18.9
7.1454696,10,clear,high,33.2
2.7036911999999997,12,clear,high,16.8
1.7702740000000001,20,clear,medium,15.85
16.1577736,15,clear,medium,63.39
1.5610598,16,clear,high,15.1
2.896812,7,clear,high,18.45
18.8453714,8,clear,medium,68.55
2.2852628,19,rain,high,21.48
3.21868,13,clear,high,21.0
4.4900586,8,clear,high,26.56
3.9267895999999998,13,clear,high,21.84
2.8324384,20,clear,high,17.8
4.184284,8,rain,high,22.4
2.5105704,14,clear,high,19.32
5.6809702,20,clear,high,25.5
1.9312079999999998,11,clear,high,12.6
1.60934,5,clear,high,14.2
3.5405480000000003,19,clear,high,26.5
18.024607999999997,10,rain,low,71.54
2.5749440000000003,18,clear,high,17.46
2.735878,14,clear,high,20.3
2.2208892,21,rain,high,14.6
2.5749440000000003,19,clear,high,20.0
1.1426314,19,clear,high,16.44
2.1887024,22,rain,high,18.0
3.057746,16,clear,high,16.1
3.0094658,22,clear,high,17.8
3.4761744,21,clear,high,23.04
2.0277684,8,clear,high,13.6
3.4761744,14,snow,high,23.52
6.3086128,10,clear,high,35.28
3.7497622,6,rain,medium,16.8
7.805299,20,clear,high,45.72
2.092142,23,clear,high,17.25
1.9633947999999999,16,clear,high,19.8
7.9018594,21,clear,medium,33.12
2.2047958000000003,16,clear,medium,18.12
3.5566413999999997,19,rain,high,24.5
1.2874720000000002,13,snow,high,11.75
4.876300199999999,22,clear,high,28.92
2.011675,17,clear,medium,14.28
2.7197846,21,clear,medium,18.0
1.2713786,8,clear,high,13.44
5.63269,9,clear,high,33.6
3.379614,8,clear,high,18.2
7.885766,16,snow,high,41.85
5.1820748000000005,21,clear,medium,23.8
1.4966862,10,rain,high,14.0
5.471756,14,clear,medium,26.85
2.3818232,11,clear,high,19.32
3.7175754,10,clear,high,27.72
1.9312079999999998,7,clear,medium,8.7
1.60934,15,clear,high,12.6
5.8579976,20,rain,high,25.5
1.1587247999999999,19,rain,high,15.0
1.4966862,20,rain,high,15.48
3.6049216000000004,10,clear,medium,21.0
1.0943512,10,clear,medium,11.76
1.8507409999999997,16,clear,high,17.28
2.9611856000000003,18,clear,high,23.4
1.9473014,20,clear,high,18.0
1.9794882,17,snow,high,18.96
1.1265379999999998,14,snow,high,15.1
2.9289988,17,clear,high,24.4
3.8141358000000003,15,clear,high,24.36
3.9589764,23,clear,high,22.0
1.0299776,1,rain,high,12.96
2.1887024,21,clear,high,18.75
2.896812,16,clear,high,16.8
2.7841582,21,rain,medium,18.0
2.4461968,19,snow,high,18.5
2.2530759999999996,10,rain,high,14.3
4.667085999999999,19,clear,high,29.0
5.246448399999999,14,snow,high,24.5
2.172609,8,clear,high,21.84
0.9656039999999999,9,clear,high,10.47
1.7702740000000001,20,clear,high,13.9
2.7519714,23,clear,high,19.68
1.367939,11,rain,high,11.5
3.3957073999999996,17,clear,high,20.93
5.1016078,18,clear,medium,24.5
5.793624,20,clear,high,32.75
1.2874720000000002,17,rain,high,16.5
1.3518455999999999,16,snow,high,15.8
1.2874720000000002,13,clear,high,18.2
2.5749440000000003,20,snow,high,17.9
1.7702740000000001,4,clear,high,17.15
4.103816999999999,14,snow,high,24.7
13.2931484,1,clear,medium,49.08
4.4900586,9,rain,high,26.04
2.8002516,18,clear,high,21.0
3.057746,11,clear,high,17.5
1.1426314,21,rain,high,10.05
14.451873200000001,13,clear,low,65.64
1.60934,22,clear,high,13.2
0.8368568000000001,8,clear,high,13.0
7.0650026,0,clear,high,36.1
1.5127796,16,rain,high,13.9
29.9176306,21,snow,low,98.88
1.207005,15,rain,high,15.75
2.1887024,7,rain,high,16.0
4.2969378,17,clear,high,25.42
2.5749440000000003,0,rain,high,23.0
14.162192000000001,13,clear,medium,65.94
1.1265379999999998,15,clear,high,15.1
2.8807186000000002,20,rain,high,23.04
0.9173237999999999,14,clear,high,9.8
2.7197846,20,snow,high,16.7
1.448406,19,rain,high,18.0
12.8425332,2,snow,low,34.55
5.9545580000000005,0,clear,medium,28.9
2.3657298,11,rain,high,23.8
1.7702740000000001,22,clear,high,17.1
1.4323126,19,rain,high,18.87
4.3934982,23,clear,medium,20.9
1.1104446,15,clear,high,9.8
4.4578718,22,clear,medium,19.2
1.6576202,10,snow,high,18.2
3.9589764,13,clear,high,21.74
4.2969378,8,rain,high,36.12
1.7541806000000002,21,rain,high,13.9
8.0467,17,rain,medium,30.5
1.0621644000000001,14,rain,high,12.6
3.6853886,15,clear,high,25.2
3.1060262,20,rain,medium,16.5
1.689807,17,clear,high,21.3
2.092142,15,rain,high,18.45
3.7175754,15,clear,high,22.3
3.5566413999999997,15,rain,high,26.04
14.982955400000002,22,clear,medium,51.34
2.8002516,14,clear,high,21.0
2.816345,17,clear,high,22.32
2.735878,16,clear,high,16.9
2.8002516,14,clear,high,15.4
1.2391918,10,clear,high,14.28
5.809717399999999,16,clear,high,32.4
6.6465742,23,snow,medium,33.62
32.7178822,21,rain,low,95.88
21.001887,18,clear,low,103.13
2.2530759999999996,12,clear,high,16.1
2.9772790000000002,20,clear,high,23.04
2.2530759999999996,12,clear,medium,14.3
1.9955816,9,rain,high,14.3
29.611855999999996,21,clear,medium,94.25
1.2874720000000002,17,rain,high,15.4
2.8485318,20,clear,high,21.48
2.1404222,15,clear,high,14.64
1.3840324,9,clear,high,13.3
12.3275444,21,clear,low,35.25
31.945399000000002,14,snow,low,80.19
2.655411,1,clear,high,18.0
3.4600809999999997,17,rain,high,28.2
2.7036911999999997,17,rain,high,23.9
4.7314596,1,clear,medium,26.42
3.1543064,16,clear,high,20.0
5.1337946,0,snow,medium,25.56
5.4878494,18,clear,high,27.6
1.8668344,19,clear,high,18.96
6.195959,14,clear,high,32.5
1.8829277999999998,17,clear,high,18.96
1.6737136000000001,9,snow,high,15.58
13.309241799999999,13,clear,low,62.63
2.5749440000000003,18,rain,high,16.5
3.8463226,20,clear,medium,22.2
0.9012304000000001,10,clear,high,12.6
1.4162192,10,clear,high,19.9
4.82802,18,snow,high,30.47
4.02335,20,clear,high,24.7
7.966233,22,clear,high,39.0
2.816345,15,clear,high,23.52
3.379614,17,rain,high,16.4
2.2530759999999996,13,clear,high,17.6
3.21868,20,snow,high,22.2
23.657297999999997,7,rain,low,65.94
1.60934,10,snow,high,14.74
3.4118008,9,snow,high,21.84
29.692323,7,clear,low,90.9
1.2391918,12,rain,high,14.88
1.4001258,14,clear,high,14.28
1.1909116,21,clear,high,19.68
3.21868,10,clear,high,25.2
1.7702740000000001,9,clear,high,15.1
10.299776000000001,22,rain,medium,45.7
0.9977908,11,clear,high,13.44
2.5749440000000003,23,snow,high,18.84
1.1265379999999998,15,clear,high,12.6
3.7175754,0,clear,high,21.9
3.7658555999999996,14,clear,high,28.18
1.7702740000000001,10,rain,high,15.12
3.5888282,15,snow,high,21.0
1.0299776,12,rain,high,16.4
4.7958332,6,clear,medium,21.0
3.2508668,16,snow,high,21.0
2.3335429999999997,11,clear,high,15.5
1.5932466,16,clear,high,16.0
2.172609,8,clear,high,21.0
3.9267895999999998,17,clear,high,21.7
2.735878,13,rain,high,20.16
1.7702740000000001,18,snow,high,11.2
7.0810960000000005,10,clear,medium,28.0
1.1265379999999998,17,clear,high,14.4
6.5822006,21,clear,high,37.7
2.092142,17,snow,high,25.85
1.1426314,2,clear,medium,15.8
13.357522000000001,19,rain,medium,56.9
3.5405480000000003,10,clear,high,21.0
0.9656039999999999,14,clear,high,15.95
3.21868,19,clear,high,20.3
2.8002516,20,clear,high,21.36
3.2347733999999995,13,rain,high,21.0
2.172609,20,clear,high,18.84
3.0255592,12,clear,high,20.5
30.706207199999998,7,rain,medium,90.96
1.2874720000000002,23,clear,medium,12.96
4.184284,18,rain,high,24.35
1.4805928000000002,10,clear,high,25.2
2.896812,19,snow,high,24.0
0.9816973999999999,9,rain,high,11.76
1.3035654,18,clear,high,13.7
3.1543064,16,rain,high,18.2
4.3130312,12,clear,low,21.05
1.3196588,11,rain,high,20.2
1.2391918,12,clear,high,12.5
5.793624,17,clear,high,33.2
3.21868,8,rain,high,21.8
4.184284,16,rain,high,27.1
1.528873,11,clear,high,16.63
1.046071,17,snow,high,13.7
1.0299776,16,rain,high,15.76
2.2530759999999996,0,rain,high,13.9
1.2391918,21,clear,medium,74.0
2.2530759999999996,16,clear,medium,16.61
1.9955816,20,snow,high,17.16
1.367939,15,clear,medium,11.76
3.3635205999999997,17,snow,high,25.0
1.448406,14,rain,high,16.63
1.9312079999999998,15,clear,high,20.16
16.7532294,21,clear,medium,63.69
3.21868,2,snow,medium,18.1
1.448406,22,clear,high,15.64
4.0716301999999995,21,rain,medium,21.9
6.115492,12,clear,medium,26.4
1.7702740000000001,19,clear,medium,17.28
1.3196588,16,rain,high,15.7
18.668343999999998,0,clear,low,63.19
7.2742168,11,rain,medium,34.13
29.901537199999996,19,clear,low,98.88
2.1565156,18,rain,high,18.98
2.0599552,12,clear,high,16.8
29.129054000000004,8,clear,low,96.15
5.9545580000000005,14,snow,high,24.5
14.258752399999999,7,rain,low,60.53
4.667085999999999,11,clear,medium,25.09
2.3818232,19,rain,high,17.2
2.4301034,11,clear,high,18.9
1.9955816,17,rain,high,17.2
8.85137,21,snow,medium,33.8
1.3196588,21,rain,high,13.8
2.41401,17,clear,high,20.16
1.6737136000000001,15,clear,high,14.6
1.8024608000000002,18,rain,medium,15.6
2.9933724,13,clear,high,17.3
1.1265379999999998,22,rain,high,15.86
1.448406,20,rain,high,14.2
2.735878,10,clear,high,21.0
34.4881562,20,snow,low,91.0
1.60934,10,clear,high,16.1
0.9656039999999999,16,rain,high,17.8
4.586619,14,clear,high,27.6
1.1587247999999999,21,clear,medium,12.12
1.2552852,19,clear,high,13.7
1.7863674,16,snow,high,17.9
4.9889540000000006,12,rain,high,30.25
3.6853886,19,clear,high,23.2
5.5844098,18,clear,high,29.1
1.367939,22,clear,medium,11.5
1.448406,14,clear,high,13.44
8.5455954,7,clear,high,44.52
28.839372800000003,21,clear,low,99.23
1.448406,19,rain,high,18.0
4.103816999999999,23,clear,medium,19.8
3.057746,19,clear,high,22.3
4.184284,1,rain,medium,21.35
1.4162192,17,rain,high,14.4
2.735878,23,snow,high,20.52
1.9633947999999999,11,clear,high,15.96
5.9384646,17,snow,high,38.28
14.982955400000002,13,rain,medium,55.54
1.3840324,20,snow,high,12.9
0.8368568000000001,20,clear,high,11.11
2.4622902,16,rain,high,21.84
1.1265379999999998,20,clear,high,11.5
2.1082354,21,rain,high,15.0
4.2808444,9,clear,high,27.72
19.31208,15,rain,low,78.54
2.896812,21,rain,high,22.2
3.621015,20,rain,high,23.04
6.598293999999999,19,rain,high,36.8
4.747553,9,rain,high,23.1
7.0810960000000005,16,snow,medium,34.9
23.174496,15,clear,medium,97.09
2.0760486,21,clear,high,16.32
3.3474272000000003,23,clear,medium,20.5
20.3742444,15,snow,medium,82.14
4.82802,18,clear,high,33.24
3.21868,19,clear,high,24.2
2.3979166,17,clear,high,23.16
3.379614,11,clear,high,27.7
2.655411,15,clear,high,16.8
2.0760486,16,rain,high,15.03
13.454082399999999,14,clear,medium,44.7
12.87472,8,clear,high,38.0
4.6992728,14,clear,high,30.24
6.43736,15,rain,medium,28.85
28.115169799999997,7,clear,low,90.94
2.41401,0,rain,high,19.5
7.885766,14,rain,high,25.0
1.367939,8,clear,high,13.44
32.5247614,15,clear,medium,90.19
1.60934,14,clear,high,23.5
1.3840324,15,clear,high,15.96
4.2003774,17,rain,high,24.4
2.2530759999999996,13,clear,high,17.6
3.621015,15,rain,high,20.5
5.4878494,20,snow,high,33.96
2.6393176,20,clear,high,19.68
1.3196588,7,clear,high,13.68
3.057746,9,rain,high,23.4
4.4900586,9,clear,high,36.5
2.6715044,11,rain,high,19.9
1.9633947999999999,21,clear,high,19.68
0.8529502,7,clear,high,10.92
3.379614,20,clear,high,19.58
3.7497622,20,clear,high,27.3
1.2874720000000002,13,rain,high,13.6
2.5749440000000003,13,snow,high,19.3
8.207633999999999,14,clear,high,44.5
2.41401,13,clear,high,16.8
6.276426,17,rain,high,39.12
1.6415268,11,snow,medium,13.44
19.794882,23,rain,medium,66.65
16.7532294,18,snow,medium,74.49
4.184284,14,snow,high,25.9
2.735878,15,rain,high,17.6
3.0416526,13,rain,high,21.3
7.6604584,0,rain,medium,48.61
2.2530759999999996,12,rain,high,20.1
1.3357522,0,clear,medium,12.96
1.60934,14,snow,high,15.96
5.793624,16,clear,high,27.7
5.1981682,1,rain,medium,28.6
4.6992728,10,clear,high,27.72
2.1082354,21,snow,high,17.16
4.6348991999999996,23,clear,medium,21.12
16.109493399999998,13,clear,medium,68.93
1.5610598,13,snow,high,13.2
2.1404222,15,clear,high,16.5
2.3979166,17,snow,high,19.2
16.576202000000002,6,rain,medium,32.0
1.1265379999999998,20,clear,high,13.2
3.138213,11,clear,high,22.68
1.9312079999999998,13,clear,high,21.0
1.1265379999999998,18,rain,high,16.25
2.3979166,12,clear,high,21.0
6.3890798,14,rain,medium,21.66
6.0833052,13,clear,medium,26.8
2.2852628,10,clear,high,20.13
3.0416526,14,clear,high,18.8
17.300405,22,rain,low,44.35
4.2325642,21,rain,high,24.72
7.3868706,14,rain,medium,34.44
1.528873,19,clear,high,14.28
4.409591600000001,22,snow,high,27.24
4.2003774,11,clear,high,53.76
1.207005,9,snow,high,14.28
2.3818232,2,rain,medium,16.13
4.506151999999999,6,clear,medium,22.7
12.07005,7,snow,medium,42.8
1.9312079999999998,10,snow,high,14.16
12.939093599999998,18,clear,medium,47.52
2.3174495999999998,20,clear,high,18.0
5.246448399999999,9,rain,high,44.52
2.092142,10,clear,high,15.95
1.2391918,23,rain,high,14.64
1.8024608000000002,11,clear,high,19.25
2.6875978,11,rain,high,31.92
1.6415268,8,clear,medium,12.6
2.1082354,13,clear,high,21.74
2.011675,17,snow,high,20.3
4.506151999999999,18,rain,high,25.68
8.9640238,7,clear,medium,36.96
2.896812,9,rain,medium,17.0
2.3013562,23,clear,high,18.0
3.057746,8,rain,high,28.9
2.8646252,16,clear,high,21.0
3.8624159999999996,18,rain,high,23.62
1.2230984,17,clear,high,17.36
1.9312079999999998,18,snow,high,15.12
2.1887024,19,clear,high,15.8
26.875978,10,rain,low,97.89
2.41401,9,clear,high,38.6
2.3013562,16,clear,high,18.37
4.8441133999999995,23,clear,medium,25.56
0.9012304000000001,12,clear,high,12.08
1.4644994,18,clear,high,18.96
0.9656039999999999,15,clear,high,14.0
3.379614,10,rain,high,18.52
2.172609,12,clear,high,17.29
2.3496364,12,clear,high,20.16
1.1426314,15,clear,high,11.76
12.391918,9,clear,medium,47.05
3.6692951999999996,9,clear,high,21.0
1.3357522,16,rain,high,13.7
11.909116000000001,22,clear,low,54.94
4.82802,19,snow,high,26.52
1.7219938000000001,10,snow,high,19.32
7.724831999999999,22,clear,medium,24.75
1.046071,19,clear,high,12.0
1.448406,23,rain,high,15.0
10.702111,13,rain,medium,37.39
5.1659814,22,snow,medium,25.56
0.9816973999999999,18,rain,high,13.7
3.7497622,16,snow,high,25.2
10.2032156,0,rain,medium,46.8
1.7702740000000001,11,rain,high,14.0
3.6853886,18,clear,high,24.84
2.4301034,11,rain,high,23.62
4.3291246,21,rain,high,23.4
3.057746,21,rain,high,20.52
7.24203,8,snow,medium,27.5
1.0782578,16,clear,high,15.6
3.7497622,20,clear,high,25.56
0.9012304000000001,6,rain,medium,9.28
1.3035654,9,clear,high,15.96
20.261590599999998,17,clear,medium,81.06
5.2947286,17,clear,high,31.2
11.4906876,11,rain,low,35.0
8.6582492,20,snow,medium,37.52
1.8507409999999997,13,clear,high,18.48
1.60934,20,clear,high,16.8
1.1104446,20,clear,high,14.03
1.1104446,17,rain,high,16.1
2.4622902,18,clear,high,60.7
9.173238,11,clear,medium,29.35
36.515924600000005,13,clear,low,104.13
1.2391918,16,clear,high,16.1
1.4966862,22,clear,high,17.16
32.9431898,21,clear,low,75.75
4.345218,1,rain,medium,21.2
